ID,Brand,Model,Type,Connectivity,Driver Type,Freq Low (Hz),Freq High (Hz),Impedance (Ω),Sensitivity (dB),THD (%),Cable Length (m),Weight (g),Microphone,Noise Cancellation,Foldable,Battery (hrs),BT Version,Codecs,Charging Port,Water Rating,Color,Price (USD),Release Year,Warranty (yrs),Avg Rating,Review Count,Primary Use,Form Factor,Open/Closed
1790,Pioneer,Sound 3,Wireless,Bluetooth,Dynamic,15,40000,16,111.9,0.0097,,6.9,True,False,False,48.4,5.0,"LDAC,AAC,SBC",USB-C,IPX4,Titanium,210,2022,1,4.5,1851,Commuting/Travel,In-Ear,Closed
1791,Wyze,Series 300,Wireless,Bluetooth,Dynamic,15,20000,18,100.1,0.0038,,11.9,True,False,False,37.7,5.3,"LDAC,AAC,SBC",Micro-USB,IPX8,Dark Green,200,2022,1,4,2438,Hi-Fi/Reference,In-Ear,Closed
1792,Amazfit,Apex 200,Wireless,Bluetooth,Dynamic,6,40000,48,98.3,0.017,,228,True,False,True,16.7,5.3,"LDAC,AAC,SBC",USB-C,None,Gunmetal,160,2022,2,4.5,494,Music/Casual,Over-Ear,Closed
1793,Pioneer,Series 2,Wireless,Bluetooth,Planar,15,24000,22,110.2,0.009,,7.6,True,False,False,25,5.0,SBC,Lightning,None,Navy,140,2019,2,4.1,4466,Music/Casual,In-Ear,Closed
1794,Amazfit,Sound Max,Wireless,Bluetooth,Dynamic,10,24000,16,105.1,0.0098,,9,True,True,True,36.1,5.0,"LDAC,AAC,SBC",USB-C,None,Forest Green,270,2019,1,4.7,4358,Work/Office,In-Ear,Closed
1795,Audio-Technica,Max X,Wireless,Bluetooth,Dynamic,20,25000,48,104.3,0.0076,,246,True,False,False,26.6,5.3,"LDAC,AAC,SBC",Lightning,IPX4,Brown,290,2024,1,4.3,2957,Gaming,Over-Ear,Open
1796,Letshuoer,SE31,Wired,3.5mm,Balanced Armature,14,20000,12,106,0.0055,1,27.2,True,False,False,,,,,None,Red,160,2021,2,4.7,230,Music/Casual,In-Ear,Closed
1797,AKG,Plus 1000,Wireless,Bluetooth,Balanced Armature,20,22000,22,108.4,0.0065,,9.2,True,False,True,16.3,Multipoint 5.3,SBC,USB-C,None,Champagne,160,2023,1,4.5,857,Music/Casual,In-Ear,Closed
1798,Audeze,K 900 Open,Wired,3.5mm,Dynamic,18,22000,32,103.1,0.013,1.5,109,True,False,False,,,,,None,Red,170,2022,1,4.8,8737,Budget/Everyday,On-Ear,Open
1799,Bose,Go 200,Wireless,Bluetooth,Dynamic,10,25000,16,104.8,0.0183,,133,True,True,False,56.9,5.0,"aptX,AAC,SBC",Micro-USB,IP55,Sand,120,2023,1,4.2,7689,Budget/Everyday,On-Ear,Open
1800,TOZO,Series X,Wireless,Bluetooth,Planar,18,22000,22,106.1,0.0097,,11.5,True,False,False,43.1,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX4,Red,180,2022,1,4.3,1815,Work/Office,In-Ear,Closed
1801,Focal,IE56,Wired,3.5mm,Dynamic,10,40000,25,99.5,0.0032,1.2,15.2,True,False,False,,,,,IPX2,Red,80,2024,2,4,1667,Budget/Everyday,In-Ear,Closed
1802,Master & Dynamic,Wave 700,Wireless,Bluetooth,Hybrid,18,20000,16,106.3,0.0101,,9.2,True,True,False,25.9,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Gunmetal,430,2019,2,4.2,2583,Hi-Fi/Reference,In-Ear,Closed
1803,Sennheiser,Nano 500,Wireless,Bluetooth,Planar,20,20000,16,103.6,0.0107,,190,True,False,False,32.9,5.3,"AAC,SBC",USB-C,None,Silver,140,2021,1,4,515,Sport/Fitness,On-Ear,Closed
1804,Baseus,Go 700,Wireless,Bluetooth,Balanced Armature,20,40000,18,108.6,0.008,,7.1,True,False,False,22.7,5.1,"LDAC,AAC,SBC",USB-C,IPX8,Sand,220,2023,1,4.6,567,Studio/Pro,In-Ear,Closed
1805,Pioneer,Sound 300,Wireless,Bluetooth,Planar,15,20000,18,111.9,0.0032,,6.5,True,True,False,42.5,Multipoint 5.3,"aptX,AAC,SBC",Micro-USB,None,Brown,130,2024,2,4.7,3101,Music/Casual,In-Ear,Closed
1806,Sennheiser,Mini 300,Wireless,Bluetooth,Dynamic,8,25000,48,106.9,0.0049,,333,True,True,True,40.3,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Cosmic Black,370,2024,1,4,14546,Hi-Fi/Reference,Over-Ear,Closed
1807,Cleer,Max Max,Wireless,Bluetooth,Dynamic,10,35000,24,101.2,0.01,,224,True,False,False,55.7,5.2,"LHDC,AAC,SBC",USB-C,IPX4,Midnight Blue,100,2023,1,3.9,239,Commuting/Travel,Over-Ear,Closed
1808,Vision Ears,LCD 400X,Wired,3.5mm,Electrostatic,10,22000,60,101.7,0.0146,2.5,540,True,False,True,,,,,None,Indigo,500,2019,1,3.6,676,Bass/Casual,Over-Ear,Open
1809,Philips,HE164,Wired,3.5mm,Dynamic,20,22000,32,113.9,0.0019,1,19.9,False,False,False,,,,,None,Forest Green,120,2022,3,4,5025,Hi-Fi/Reference,In-Ear,Closed
1810,Grado,Fit Pro,Wireless,Bluetooth,Planar,18,22000,16,109.2,0.0137,,11.7,True,False,False,34.5,5.0,"AAC,SBC",USB-C,None,Brown,70,2019,2,4.1,71748,Budget/Everyday,In-Ear,Closed
1811,Microsoft,Plus 100,Wireless,Bluetooth,Dynamic,18,40000,18,106.1,0.0101,,4.5,True,True,False,26.9,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX4,Red,400,2024,1,4.4,4080,Sport/Fitness,In-Ear,Closed
1812,Amazfit,Apex 900,Wireless,Bluetooth,Dynamic,6,30000,50,99.4,0.0128,,252,True,False,True,59.4,5.0,"LDAC,AAC,SBC",USB-C,IP55,Gunmetal,280,2020,1,4.2,331,Music/Casual,Over-Ear,Open
1813,Technics,Rhythm 4,Wireless,Bluetooth,Dynamic,6,22000,24,98.1,0.0037,,243,True,False,True,36.7,5.3,"AAC,SBC",Lightning,IP55,Space Gray,120,2018,2,3.8,1296,Music/Audiophile,Over-Ear,Open
1814,Etymotic,SRH 700,Wired,3.5mm,Dynamic,15,25000,32,107.6,0.004,2.5,238,False,False,True,,,,,None,Sand,120,2018,1,4.1,5384,Work/Office,Over-Ear,Closed
1815,Technics,Studio 300,Wireless,Bluetooth,Electrostatic,8,22000,47,101.4,0.0133,,298,True,True,True,49,Multipoint 5.3,"aptX,AAC,SBC",USB-C,None,Midnight Blue,260,2023,1,4.2,10593,Music/Audiophile,Over-Ear,Closed
1816,1MORE,ATH 700 Limited,Wired,3.5mm,Dynamic,5,40000,100,106.1,0.0111,2,343,True,False,False,,,,,None,Titanium,160,2023,2,4.7,13084,Sport/Fitness,Over-Ear,Open
1817,Monolith,MDR 400,Wired,3.5mm,Electrostatic,15,22000,32,100.2,0.0109,1.2,118,True,False,False,,,,,None,Champagne,470,2018,2,4.5,423,Music/Casual,On-Ear,Closed
1818,HIFIMAN,Pro 1000,Wireless,Bluetooth,Balanced Armature,20,22000,18,108.3,0.0053,,8,True,False,True,41.1,5.3,SBC,Lightning,IP55,Pearl White,120,2018,1,4.4,193,Studio/Pro,In-Ear,Closed
1819,Plantronics,Aura 300,Wireless,Bluetooth,Balanced Armature,10,24000,22,100.9,0.0067,,11.4,True,True,False,25.9,5.2,"aptX,AAC,SBC",Lightning,IPX4,White,150,2019,2,4.2,1602,Sport/Fitness,In-Ear,Closed
1820,Etymotic,HE45,Wired,3.5mm,Hybrid,20,22000,18,108,0.0051,1,13.1,False,False,False,,,,,None,Gunmetal,160,2019,2,4.5,206,Sport/Fitness,In-Ear,Closed
1821,Panasonic,True 900,Wireless,Bluetooth,Balanced Armature,18,20000,18,104.1,0.0139,,5,True,False,False,38,5.2,SBC,USB-C,IPX4,Matte Black,70,2019,1,4.3,4783,Bass/Casual,In-Ear,Closed
1822,Shokz,Bass 1000,Wireless,Bluetooth,Planar,18,22000,22,111.4,0.0076,,6.9,True,True,False,33.6,5.2,"LDAC,AAC,SBC",Micro-USB,IPX7,Midnight Blue,330,2022,2,3.9,6654,Hi-Fi/Reference,In-Ear,Closed
1823,Vision Ears,K 800,Wired,3.5mm,Dynamic,8,50000,250,93.2,0.0059,1.2,250,False,False,True,,,,,None,Red,200,2022,2,4.4,1127,Gaming,Over-Ear,Closed
1824,Apple,X 500,Wireless,Bluetooth,Dynamic,15,25000,32,105.9,0.0155,,225,True,False,True,32.9,5.2,"LDAC,aptX,AAC,SBC",Micro-USB,None,Black,280,2021,1,4.1,6713,Hi-Fi/Reference,Over-Ear,Closed
1825,JBL,ER54,Wired,3.5mm,Dynamic,8,20000,32,96.7,0.0097,1,22.2,True,False,False,,,,,IPX4,Cream,250,2018,1,3.8,3809,Work/Office,In-Ear,Closed
1826,TOZO,Signature 5,Wireless,Bluetooth,Dynamic,10,22000,40,96,0.0056,,127,True,False,True,28.4,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP55,Indigo,110,2018,1,4.6,272,Music/Casual,On-Ear,Open
1827,Audeze,HD 80 Monitor,Wired,3.5mm,Electrostatic,8,30000,600,91.3,0.0027,1.2,354,False,False,False,,,,,None,Black,820,2019,1,4.7,1104,Music/Casual,Over-Ear,Closed
1828,JBL,Fit 200,Wireless,Bluetooth,Dynamic,10,22000,16,104.4,0.0093,,7.6,True,True,False,22.8,5.0,SBC,USB-C,IPX4,Red,210,2020,1,4.5,995,Work/Office,In-Ear,Closed
1829,Amazfit,Max 900,Wireless,Bluetooth,Dynamic,12,20000,32,104.3,0.0131,,131,True,True,False,32.1,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Indigo,250,2020,1,4.3,7481,Work/Office,On-Ear,Closed
1830,Microsoft,HD 200,Wireless,Bluetooth,Dynamic,6,25000,32,97,0.0174,,206,True,True,False,37.5,5.2,"aptX,AAC,SBC",Micro-USB,IPX4,Graphite,140,2019,2,3.6,116,Work/Office,Over-Ear,Closed
1831,Plantronics,Bass Max,Wireless,Bluetooth,Dynamic,18,22000,18,104.9,0.0042,,4.1,True,False,False,40.1,Multipoint 5.3,"AAC,SBC",Micro-USB,IPX7,Space Gray,130,2022,2,4.6,9662,Work/Office,In-Ear,Closed
1832,Unique Melody,SR 800,Wired,3.5mm,Planar,15,22000,600,92.4,0.0111,1.5,381,False,False,False,,,,,None,Pearl White,460,2023,2,4.3,11733,Gaming,Over-Ear,Open
1833,V-MODA,Live Pro,Wireless,Bluetooth,Dynamic,15,30000,32,101.7,0.0179,,207,True,True,True,46.7,5.2,"LDAC,aptX,AAC,SBC",Lightning,IP54,Dark Green,420,2018,1,4.5,1260,Commuting/Travel,Over-Ear,Closed
1834,Letshuoer,N539,Wired,3.5mm,Balanced Armature,15,20000,8,103.8,0.0056,1,10.8,False,False,False,,,,,IPX4,Pearl White,230,2016,3,4.1,37652,Studio/Pro,In-Ear,Closed
1835,ZMF,LCD 700Pro,Wired,3.5mm,Dynamic,10,22000,250,101.6,0.0022,2.5,489,False,False,False,,,,,None,Titanium,320,2018,3,4,308,Music/Casual,Over-Ear,Closed
1836,Mpow,Freedom 1000,Wireless,Bluetooth,Balanced Armature,10,22000,32,104.7,0.0088,,10.1,True,True,True,51.8,5.3,"LHDC,AAC,SBC",USB-C,IPX8,Navy,170,2018,2,4.6,450,Commuting/Travel,In-Ear,Closed
1837,Denon,Drops 1000,Wireless,Bluetooth,Dynamic,10,20000,18,100.5,0.0105,,5.5,True,False,False,10.5,5.3,"aptX,AAC,SBC",Micro-USB,None,Brown,150,2018,2,4.6,1132,Work/Office,In-Ear,Closed
1838,Moondrop,ER874,Wired,3.5mm,Balanced Armature,14,20000,32,90.4,0.0026,1.5,22.3,True,False,False,,,,,IPX4,Silver,350,2016,2,4.5,938,Sport/Fitness,In-Ear,Closed
1839,Letshuoer,DCA 250,Wired,3.5mm,Planar,10,30000,600,105,0.011,1.2,468,True,False,False,,,,,None,Pearl White,160,2022,2,4.4,1366,Budget/Everyday,Over-Ear,Closed
1840,Status Audio,Go 900,Wireless,Bluetooth,Balanced Armature,15,40000,16,110.9,0.0144,,4.5,True,True,False,34.8,5.0,"AAC,SBC",Lightning,IPX4,White,220,2021,2,4.3,1122,Studio/Pro,In-Ear,Closed
1841,Grado,SRH 150 Open,Wired,3.5mm,Dynamic,5,40000,60,98.9,0.0087,1.5,220,False,False,False,,,,,None,Sand,300,2024,1,4.4,195,Commuting/Travel,Over-Ear,Open
1842,Marshall,Zen Pro,Wireless,Bluetooth,Dynamic,4,35000,47,98.9,0.015,,296,True,True,False,31.9,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Indigo,240,2024,1,4.4,1799,Work/Office,Over-Ear,Closed
1843,1MORE,SR 250 Studio,Wired,3.5mm,Dynamic,5,50000,60,107.7,0.011,2.5,246,True,False,False,,,,,None,Space Gray,180,2017,1,4.5,248,Hi-Fi/Reference,Over-Ear,Closed
1844,Mpow,Tune,Wireless,Bluetooth,Electrostatic,15,25000,64,107.7,0.0128,,239,True,False,False,49.8,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IP57,Cosmic Black,300,2019,2,4.2,1959,Work/Office,Over-Ear,Closed
1845,Pioneer,Ultra 700,Wireless,Bluetooth,Electrostatic,4,35000,64,94.9,0.0086,,261,True,True,False,30.8,5.3,"AAC,SBC",USB-C,IP54,Dark Green,240,2024,2,4.2,523,Work/Office,Over-Ear,Closed
1846,Sony,Sport 700,Wireless,Bluetooth,Dynamic,10,24000,16,109.5,0.0138,,5.3,True,True,False,49.1,5.2,"LDAC,AAC,SBC",USB-C,IPX4,Carbon,360,2024,2,4.6,8122,Commuting/Travel,In-Ear,Closed
1847,Nothing,Sparks Max,Wireless,Bluetooth,Dynamic,15,22000,22,103,0.0107,,4.3,True,True,False,36.4,5.0,"aptX,AAC,SBC",USB-C,IPX4,Cream,230,2023,1,3.7,496,Studio/Pro,In-Ear,Closed
1848,Status Audio,Plus 1000,Wireless,Bluetooth,Dynamic,10,22000,32,109.5,0.0149,,5.5,True,False,True,17.1,5.1,"aptX,AAC,SBC",Lightning,IP57,Carbon,170,2022,1,4.2,3585,Work/Office,In-Ear,Closed
1849,Rose,RHA976,Wired,3.5mm,Dynamic,20,22000,18,116,0.0035,1.2,6.6,True,False,False,,,,,None,Cosmic Black,170,2024,1,4.4,394,Bass/Casual,In-Ear,Closed
1850,AKG,Sparks 200,Wireless,Bluetooth,Hybrid,15,22000,16,109.8,0.0101,,10.6,True,False,False,36.5,5.0,"aptX,AAC,SBC",USB-C,IP55,Sand,120,2018,1,4.3,1532,Commuting/Travel,In-Ear,Closed
1851,Meze,LCD 990 Studio,Wired,3.5mm,Dynamic,5,25000,250,91.2,0.0043,2,365,True,False,True,,,,,None,Pearl White,300,2017,2,3.6,733,Gaming,Over-Ear,Closed
1852,Denon,Plus 3,Wireless,Bluetooth,Balanced Armature,18,20000,32,106.3,0.0113,,9.4,True,False,False,51.4,5.1,"AAC,SBC",USB-C,IPX4,Cream,120,2023,2,3.8,1319,Commuting/Travel,In-Ear,Closed
1853,HIFIMAN,Air 4,Wireless,Bluetooth,Dynamic,15,24000,32,109.9,0.0084,,6,True,True,False,13.9,Multipoint 5.3,"LDAC,AAC,SBC",USB-C,IP54,Indigo,290,2024,2,4.2,9979,Work/Office,In-Ear,Closed
1854,Baseus,Plus 5,Wireless,Bluetooth,Dynamic,15,22000,32,105.7,0.0077,,7.6,True,False,False,39.7,5.2,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,IP54,Brown,200,2024,1,4.1,823,Sport/Fitness,In-Ear,Closed
1855,OnePlus,Active 1000,Wireless,Bluetooth,Planar,18,24000,22,105.9,0.0078,,8,True,True,False,19.6,4.2,"LDAC,AAC,SBC",USB-C,IP55,White,180,2023,1,4.4,3038,Budget/Everyday,In-Ear,Closed
1856,Shokz,Series 900,Wireless,Bluetooth,Planar,18,22000,16,101.6,0.01,,9.5,True,True,False,27.8,5.2,SBC,USB-C,IPX4,Dark Green,210,2021,1,4.1,889,Sport/Fitness,In-Ear,Closed
1857,Jomo Audio,E562,Wired,3.5mm,Planar,20,22000,100,94.6,0.005,1.2,7.4,False,False,False,,,,,None,Forest Green,210,2021,2,4.5,1027,Music/Audiophile,In-Ear,Closed
1858,Grado,LCD 150 Studio,Wired,3.5mm,Dynamic,20,22000,32,93.8,0.0053,1.2,171,False,False,False,,,,,None,Navy,90,2017,2,4.6,2232,Music/Casual,On-Ear,Open
1859,Empire Ears,RHA501,Wired,3.5mm,Dynamic,8,22000,25,103,0.0098,1.5,9.2,True,False,False,,,,,None,Cosmic Black,130,2020,2,4.8,5351,Budget/Everyday,In-Ear,Closed
1860,JBL,Rush 700,Wireless,Bluetooth,Dynamic,15,24000,18,107.2,0.0037,,12,True,False,False,32.8,5.2,"AAC,SBC",Lightning,IPX4,Rose Gold,90,2024,2,4.5,650,Gaming,In-Ear,Closed
1861,Monoprice,Core 200,Wireless,Bluetooth,Dynamic,18,20000,32,101.1,0.0102,,4,True,True,False,56.1,5.0,SBC,Lightning,None,Matte Black,220,2024,1,4.4,3872,Music/Casual,In-Ear,Closed
1862,Etymotic,DCA 150X,Wired,3.5mm,Dynamic,4,25000,150,94.4,0.011,1.5,485,False,False,True,,,,,None,Brown,110,2017,1,4.1,401,Sport/Fitness,Over-Ear,Closed
1863,Bowers & Wilkins,Flow 900,Wireless,Bluetooth,Balanced Armature,18,40000,18,104.4,0.0054,,4.3,True,False,False,27.7,4.2,"AAC,SBC",USB-C,IP55,Black,110,2020,1,4.2,2961,Music/Casual,In-Ear,Closed
1864,Pioneer,Ultra 5,Wireless,Bluetooth,Electrostatic,6,30000,64,100.3,0.0063,,225,True,False,False,40.8,5.0,SBC,Micro-USB,IP54,Champagne,190,2018,2,4.6,2196,Hi-Fi/Reference,Over-Ear,Closed
1865,Sony,K 500 Open,Wired,3.5mm,Planar,4,35000,600,101.9,0.009,1.5,221,False,False,False,,,,,None,Brown,750,2019,3,3.7,3360,Sport/Fitness,Over-Ear,Closed
1866,Unique Melody,DT 80 Limited,Wired,3.5mm,Dynamic,8,40000,150,106.9,0.0084,2.5,228,False,False,False,,,,,None,Indigo,290,2024,1,4.8,1665,Work/Office,Over-Ear,Closed
1867,Beyerdynamic,HE708,Wired,3.5mm,Planar,5,20000,18,93.3,0.0088,1.2,9.9,True,False,False,,,,,IPX4,Cosmic Black,180,2019,2,4,51,Music/Audiophile,In-Ear,Closed
1868,Empire Ears,SRH 700Pro,Wired,3.5mm,Dynamic,15,22000,600,96.8,0.0149,3,480,True,False,False,,,,,None,Gunmetal,330,2016,3,3.9,338,Gaming,Over-Ear,Open
1869,Audio-Technica,HE597,Wired,3.5mm,Hybrid,5,50000,8,114.9,0.0099,1.2,24,False,False,False,,,,,None,Carbon,200,2016,1,4.1,6744,Work/Office,In-Ear,Closed
1870,Pioneer,One 5,Wireless,Bluetooth,Electrostatic,12,22000,32,96.8,0.0137,,375,True,False,True,26.8,4.2,"LDAC,AAC,SBC",USB-C,None,Midnight Blue,140,2018,1,4.5,14612,Bass/Casual,Over-Ear,Closed
1871,Technics,Drops 100,Wireless,Bluetooth,Hybrid,15,22000,22,100.4,0.007,,10.1,True,True,False,36.2,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX8,Carbon,280,2021,1,4.4,972,Studio/Pro,In-Ear,Closed
1872,Jabra,Wave 1000,Wireless,Bluetooth,Balanced Armature,18,40000,16,103.1,0.0149,,8.8,True,False,False,35.7,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,None,Cosmic Black,90,2019,2,4.6,3930,Gaming,In-Ear,Closed
1873,Vision Ears,HE505,Wired,3.5mm,Dynamic,14,20000,18,102.7,0.0029,1,8.5,False,False,False,,,,,None,Champagne,210,2021,3,4.1,1469,Studio/Pro,In-Ear,Closed
1874,Rose,LCD 600,Wired,3.5mm,Planar,20,22000,120,100.8,0.0189,1.2,112,True,False,False,,,,,None,Black,220,2017,3,4.4,948,Hi-Fi/Reference,On-Ear,Closed
1875,Simgot,ER18,Wired,3.5mm,Balanced Armature,10,22000,32,99.2,0.0032,1.5,13.9,False,False,False,,,,,IPX2,Indigo,220,2021,2,3.7,15792,Commuting/Travel,In-Ear,Closed
1876,Panasonic,Pro 5,Wireless,Bluetooth,Balanced Armature,18,22000,18,103,0.0114,,8.8,True,True,True,22.2,5.2,"AAC,SBC",USB-C,None,Midnight Blue,250,2023,1,4.2,5510,Bass/Casual,In-Ear,Closed
1877,Pioneer,Clear 100,Wireless,Bluetooth,Dynamic,20,24000,22,107.5,0.0077,,7.7,True,True,False,21,Multipoint 5.3,"aptX,AAC,SBC",USB-C,IP54,Pearl White,210,2019,1,4.4,1828,Work/Office,In-Ear,Closed
1878,Plantronics,Sparks 100,Wireless,Bluetooth,Planar,10,24000,22,100.1,0.0122,,11.4,True,True,False,34,5.2,"LDAC,aptX,AAC,SBC",Lightning,IPX8,Matte Black,260,2020,1,4.1,1775,Hi-Fi/Reference,In-Ear,Closed
1879,Anker Soundcore,Clear Pro,Wireless,Bluetooth,Hybrid,18,24000,22,101.1,0.0067,,6.9,True,False,False,47.2,Multipoint 5.3,"AAC,SBC",Lightning,IP57,Silver,90,2024,1,4.3,842,Music/Audiophile,In-Ear,Closed
1880,1MORE,Studio 700,Wireless,Bluetooth,Dynamic,6,35000,16,103,0.0108,,231,True,True,False,28.8,5.3,"aptX,AAC,SBC",Micro-USB,None,Black,330,2020,1,4.5,625,Budget/Everyday,Over-Ear,Closed
1881,SteelSeries,Elite 700,Wireless,Bluetooth,Electrostatic,6,25000,64,94.9,0.0033,,221,True,False,False,27.3,5.2,"LDAC,aptX,AAC,SBC",USB-C,IPX2,White,180,2019,1,4.6,732,Budget/Everyday,Over-Ear,Open
1882,Bose,Buds 900,Wireless,Bluetooth,Planar,20,20000,22,106.8,0.0078,,11.5,True,False,True,17.7,5.2,"AAC,SBC",USB-C,IPX8,Space Gray,130,2021,2,4.8,712,Work/Office,In-Ear,Closed
1883,Sony,Signature,Wireless,Bluetooth,Dynamic,8,35000,47,101.1,0.0191,,280,True,False,False,36,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,IP54,Champagne,200,2018,2,3.8,7593,Hi-Fi/Reference,Over-Ear,Closed
1884,Monoprice,Zen 100,Wireless,Bluetooth,Dynamic,8,35000,16,105.3,0.0069,,220,True,True,True,49.4,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX8,Space Gray,430,2018,2,4.3,1277,Music/Audiophile,Over-Ear,Open
1885,V-MODA,Freedom 900,Wireless,Bluetooth,Dynamic,15,40000,16,103.9,0.0074,,11.4,True,False,True,29.1,5.2,"LDAC,AAC,SBC",USB-C,IPX7,White,150,2021,1,3.9,1418,Gaming,In-Ear,Closed
1886,Moondrop,RHA768,Wired,3.5mm,Dynamic,10,40000,120,103.9,0.0088,1.5,20.4,False,False,False,,,,,IPX4,Silver,180,2021,2,3.6,1082,Commuting/Travel,In-Ear,Closed
1887,Razer,Core 3,Wireless,Bluetooth,Dynamic,10,24000,22,106.5,0.0078,,12,True,True,True,49.1,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP54,Titanium,250,2021,1,4.2,2222,Studio/Pro,In-Ear,Closed
1888,Creative,Sport 1000,Wireless,Bluetooth,Dynamic,5,40000,48,105.6,0.0184,,219,True,False,False,35.8,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Dark Green,260,2021,2,3.9,744,Gaming,Over-Ear,Closed
1889,Wyze,Mini X,Wireless,Bluetooth,Dynamic,12,25000,24,94.4,0.0033,,287,True,False,False,50.4,5.2,"AAC,SBC",Micro-USB,None,Sand,100,2018,1,4.3,673,Bass/Casual,Over-Ear,Closed
1890,Skullcandy,HD 100,Wireless,Bluetooth,Electrostatic,10,40000,48,99,0.0085,,366,True,True,False,63.7,5.0,"aptX,AAC,SBC",USB-C,IP55,Graphite,260,2021,1,4.5,777,Hi-Fi/Reference,Over-Ear,Closed
1891,Audeze,DT 250,Wired,3.5mm,Dynamic,4,35000,60,96.8,0.004,1.2,534,False,False,False,,,,,None,Carbon,230,2017,2,4.2,1537,Budget/Everyday,Over-Ear,Closed
1892,Philips,X 300,Wireless,Bluetooth,Dynamic,4,30000,50,98.9,0.0097,,302,True,False,True,50.5,5.3,"LDAC,aptX,AAC,SBC",USB-C,None,Red,270,2023,1,4.3,878,Music/Casual,Over-Ear,Closed
1893,Jabra,Go Max,Wireless,Bluetooth,Planar,20,40000,16,103.6,0.0144,,7.3,True,True,True,45.5,5.0,SBC,Lightning,IPX7,Carbon,230,2019,1,3.9,10793,Sport/Fitness,In-Ear,Closed
1894,Plantronics,Freedom 1000,Wireless,Bluetooth,Dynamic,10,40000,16,110.8,0.0056,,10.3,True,True,False,21.5,5.1,"AAC,SBC",USB-C,None,Rose Gold,170,2018,2,3.9,1511,Bass/Casual,In-Ear,Closed
1895,Cleer,Bass 300,Wireless,Bluetooth,Dynamic,15,20000,16,101.2,0.0127,,4.3,True,False,True,28.8,5.2,"AAC,SBC",Micro-USB,IP57,Pearl White,150,2020,1,4.4,12676,Hi-Fi/Reference,In-Ear,Closed
1896,OnePlus,Plus 700,Wireless,Bluetooth,Electrostatic,20,22000,40,98,0.0055,,204,True,False,False,36.6,5.0,"AAC,SBC",USB-C,IPX4,Cream,90,2023,1,4.2,3799,Hi-Fi/Reference,On-Ear,Open
1897,Bowers & Wilkins,Sport 4,Wireless,Bluetooth,Dynamic,4,25000,47,103.4,0.0042,,227,True,True,True,61,5.3,"AAC,SBC",USB-C,IP54,Gunmetal,360,2022,2,4.4,1226,Commuting/Travel,Over-Ear,Closed
1898,Letshuoer,LCD 1000,Wired,3.5mm,Planar,8,22000,80,95.8,0.0121,1.5,283,False,False,False,,,,,None,White,470,2023,1,4.4,2145,Music/Audiophile,Over-Ear,Closed
1899,Tribit,Sound X,Wireless,Bluetooth,Dynamic,10,40000,22,101.4,0.0072,,9.7,True,False,True,19.8,5.2,"AAC,SBC",Lightning,None,Midnight Blue,90,2023,2,4.8,208,Hi-Fi/Reference,In-Ear,Closed
1900,Marshall,Buds 500,Wireless,Bluetooth,Dynamic,18,40000,18,101.9,0.0061,,11.3,True,True,False,24.4,5.2,"AAC,SBC",USB-C,IP55,Carbon,350,2020,2,4.7,1581,Studio/Pro,In-Ear,Closed
1901,Simgot,MDR 900X,Wired,3.5mm,Dynamic,4,30000,600,93.3,0.0071,3,342,False,False,False,,,,,None,Dark Green,240,2024,1,3.4,1294,Commuting/Travel,Over-Ear,Closed
1902,Marshall,Reference 900,Wireless,Bluetooth,Dynamic,6,35000,16,97.3,0.0068,,344,True,False,False,47.4,4.2,"aptX,AAC,SBC",USB-C,None,Gunmetal,170,2020,1,4,1629,Budget/Everyday,Over-Ear,Closed
1903,Sony,ATH 800 Studio,Wired,3.5mm,Dynamic,8,30000,60,99,0.0074,1.5,414,False,False,False,,,,,None,Matte Black,290,2019,2,4.6,925,Commuting/Travel,Over-Ear,Closed
1904,Simgot,HD 990 Limited,Wired,3.5mm,Dynamic,10,22000,400,90.5,0.0124,1.2,410,False,False,False,,,,,None,Indigo,150,2024,1,4.4,87,Hi-Fi/Reference,Over-Ear,Open
1905,Dan Clark Audio,SE200,Wired,3.5mm,Dynamic,14,40000,18,112.3,0.0072,1.5,21.2,False,False,False,,,,,IPX2,Space Gray,230,2018,1,3.7,454,Gaming,In-Ear,Closed
1906,Panasonic,Sport 500,Wireless,Bluetooth,Planar,12,40000,64,104.9,0.0102,,298,True,False,False,31.7,5.0,SBC,Micro-USB,IPX8,Carbon,190,2019,1,4.6,4942,Music/Casual,Over-Ear,Closed
