brand,model,type,connectivity,driver_type,freq_low_hz,freq_high_hz,impedance_ohm,sensitivity_db,thd_percent,weight_g,microphone,noise_cancellation,foldable,battery_hrs,bt_version,codecs,charging_port,water_rating,color,price_usd,release_year,warranty_yrs,avg_rating,review_count,primary_use,form_factor,price_segment,rating_category,battery_category,warranty_category,product_name
Nothing,Ear,Wireless,Bluetooth,Dynamic,20,24000,22,107.5,0.0077,7.7,True,True,False,21.0,Multipoint 5.3,"aptX,AAC,SBC",USB-C,IP54,Pearl White,210,2019,1,4.4,1828,Work/Office,In-Ear,Mid-Range,Good,Medium,Standard,Nothing Ear
Edifier,X5 Pro,Wireless,Bluetooth,Planar,10,24000,22,100.1,0.0122,11.4,True,True,False,34.0,5.2,"LDAC,aptX,AAC,SBC",Lightning,IPX8,Matte Black,260,2020,1,4.1,1775,Hi-Fi/Reference,In-Ear,Premium,Good,Medium,Standard,Edifier X5 Pro
Anker Soundcore,Liberty 4,Wireless,Bluetooth,Hybrid,18,24000,22,101.1,0.0067,6.9,True,False,False,47.2,Multipoint 5.3,"AAC,SBC",Lightning,IP57,Silver,90,2024,1,4.3,842,Music/Audiophile,In-Ear,Budget,Good,High,Standard,Anker Soundcore Liberty 4
Logitech,Zone True Wireless,Wireless,Bluetooth,Planar,20,20000,22,106.8,0.0078,11.5,True,False,True,17.7,5.2,"AAC,SBC",USB-C,IPX8,Space Gray,130,2021,2,4.8,712,Work/Office,In-Ear,Mid-Range,Excellent,Low,Extended,Logitech Zone True Wireless
Apple,AirPods Pro 2,Wireless,Bluetooth,Dynamic,15,40000,16,103.9,0.0074,11.4,True,False,True,29.1,5.2,"LDAC,AAC,SBC",USB-C,IPX7,White,150,2021,1,3.9,1418,Gaming,In-Ear,Mid-Range,Average,Medium,Standard,Apple AirPods Pro 2
Redmi,Buds 5 Pro,Wireless,Bluetooth,Dynamic,10,24000,22,106.5,0.0078,12.0,True,True,True,49.1,5.2,"LDAC,aptX,AAC,SBC",USB-C,IP54,Titanium,250,2021,1,4.2,2222,Studio/Pro,In-Ear,Premium,Good,High,Standard,Redmi Buds 5 Pro
Sony,LinkBuds S,Wireless,Bluetooth,Planar,20,40000,16,103.6,0.0144,7.3,True,True,True,45.5,5.0,SBC,Lightning,IPX7,Carbon,230,2019,1,3.9,10793,Sport/Fitness,In-Ear,Mid-Range,Average,High,Standard,Sony LinkBuds S
boAt,Airdopes 170,Wireless,Bluetooth,Dynamic,10,40000,16,110.8,0.0056,10.3,True,True,False,21.5,5.1,"AAC,SBC",USB-C,Not Rated,Rose Gold,170,2018,2,3.9,1511,Bass/Casual,In-Ear,Mid-Range,Average,Medium,Extended,boAt Airdopes 170
Sony,LinkBuds S,Wireless,Bluetooth,Dynamic,15,20000,16,101.2,0.0127,4.3,True,False,True,28.8,5.2,"AAC,SBC",Micro-USB,IP57,Pearl White,150,2020,1,4.4,12676,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Standard,Sony LinkBuds S
OnePlus,Buds Pro,Wireless,Bluetooth,Dynamic,10,40000,22,101.4,0.0072,9.7,True,False,True,19.8,5.2,"AAC,SBC",Lightning,Not Rated,Midnight Blue,90,2023,2,4.8,208,Hi-Fi/Reference,In-Ear,Budget,Excellent,Low,Extended,OnePlus Buds Pro
Samsung,Galaxy Buds FE,Wireless,Bluetooth,Dynamic,18,40000,18,101.9,0.0061,11.3,True,True,False,24.4,5.2,"AAC,SBC",USB-C,IP55,Carbon,350,2020,2,4.7,1581,Studio/Pro,In-Ear,Premium,Excellent,Medium,Extended,Samsung Galaxy Buds FE
Huawei,FreeBuds 5i,Wireless,Bluetooth,Dynamic,10,20000,18,111.0,0.0046,4.0,True,True,True,31.7,5.2,"LHDC,AAC,SBC",USB-C,Not Rated,Indigo,170,2019,1,4.5,32439,Gaming,In-Ear,Mid-Range,Excellent,Medium,Standard,Huawei FreeBuds 5i
Sony,WF-1000XM5,Wireless,Bluetooth,Balanced Armature,15,24000,18,103.6,0.0042,7.3,True,False,False,43.0,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,Not Rated,Forest Green,160,2021,1,4.3,774,Work/Office,In-Ear,Mid-Range,Good,High,Standard,Sony WF-1000XM5
Logitech,Zone True Wireless,Wireless,Bluetooth,Dynamic,15,20000,32,103.9,0.0034,5.4,True,True,False,35.0,5.3,"aptX,AAC,SBC",USB-C,IPX4,Pearl White,240,2020,2,4.2,1836,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Extended,Logitech Zone True Wireless
Apple,AirPods 4,Wireless,Bluetooth,Dynamic,18,20000,32,107.5,0.0084,11.9,True,False,False,51.7,5.0,"AAC,SBC",USB-C,IP55,Cosmic Black,180,2021,2,4.6,632,Sport/Fitness,In-Ear,Mid-Range,Excellent,High,Extended,Apple AirPods 4
Boult,X Mustang,Wireless,Bluetooth,Dynamic,18,20000,16,107.3,0.0047,6.9,True,False,False,27.8,Multipoint 5.3,SBC,USB-C,IPX4,Graphite,120,2019,1,4.2,4159,Music/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Boult X Mustang
boAt,Nirvana Zenith,Wireless,Bluetooth,Hybrid,20,40000,16,107.0,0.0041,5.0,True,True,False,28.2,5.2,"AAC,SBC",USB-C,IPX4,Red,230,2023,1,4.0,2661,Gaming,In-Ear,Mid-Range,Good,Medium,Standard,boAt Nirvana Zenith
Boult,Z40 Pro,Wireless,Bluetooth,Balanced Armature,18,20000,32,110.6,0.0086,6.0,True,True,False,27.1,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX2,Red,200,2020,2,4.2,290,Music/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Boult Z40 Pro
Noise,Air Buds Lite,Wireless,Bluetooth,Dynamic,18,20000,22,101.9,0.011,7.9,True,False,True,46.9,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX4,White,110,2023,2,4.1,1592,Commuting/Travel,In-Ear,Mid-Range,Good,High,Extended,Noise Air Buds Lite
Edifier,X3,Wireless,Bluetooth,Balanced Armature,10,22000,22,106.7,0.0125,8.5,True,False,False,23.8,Multipoint 5.3,"AAC,SBC",USB-C,Not Rated,Matte Black,90,2020,1,3.9,5016,Work/Office,In-Ear,Budget,Average,Medium,Standard,Edifier X3
Xiaomi,Buds 4 Pro,Wireless,Bluetooth,Dynamic,10,20000,16,106.5,0.0144,4.5,True,False,False,51.5,5.0,"LDAC,AAC,SBC",USB-C,IP55,Dark Green,200,2024,1,4.7,5412,Studio/Pro,In-Ear,Mid-Range,Excellent,High,Standard,Xiaomi Buds 4 Pro
Apple,AirPods Pro,Wireless,Bluetooth,Hybrid,15,22000,22,106.6,0.0117,9.9,True,False,True,19.5,5.1,"LDAC,AAC,SBC",USB-C,IP54,Cosmic Black,170,2018,1,3.9,14875,Work/Office,In-Ear,Mid-Range,Average,Low,Standard,Apple AirPods Pro
boAt,Airdopes Flex,Wireless,Bluetooth,Dynamic,18,20000,22,110.5,0.0039,6.4,True,False,False,49.1,5.2,"LDAC,AAC,SBC",USB-C,IPX7,Rose Gold,170,2020,1,4.0,1446,Gaming,In-Ear,Mid-Range,Good,High,Standard,boAt Airdopes Flex
Boult,Omega,Wireless,Bluetooth,Dynamic,10,40000,22,102.7,0.0072,10.1,True,True,False,55.6,5.0,"aptX,AAC,SBC",Lightning,IPX8,Sand,150,2023,2,4.4,1524,Hi-Fi/Reference,In-Ear,Mid-Range,Good,High,Extended,Boult Omega
Samsung,Galaxy Buds3,Wireless,Bluetooth,Dynamic,18,20000,32,106.6,0.0051,6.6,True,False,False,44.7,5.0,"LDAC,AAC,SBC",Micro-USB,IP54,Brown,120,2023,1,4.9,690,Budget/Everyday,In-Ear,Mid-Range,Excellent,High,Standard,Samsung Galaxy Buds3
Philips,TAT2206,Wireless,Bluetooth,Dynamic,15,40000,16,110.1,0.0117,5.5,True,False,False,18.2,5.3,"AAC,SBC",Lightning,IP54,Navy,150,2019,1,4.6,503,Studio/Pro,In-Ear,Mid-Range,Excellent,Low,Standard,Philips TAT2206
Boult,Z40 Pro,Wireless,Bluetooth,Dynamic,20,24000,22,104.8,0.004,7.1,True,True,False,12.9,5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX7,Graphite,270,2021,1,3.7,13846,Work/Office,In-Ear,Premium,Average,Low,Standard,Boult Z40 Pro
Edifier,TWS1 Pro,Wireless,Bluetooth,Dynamic,15,24000,22,105.6,0.0048,11.2,True,False,True,22.7,Multipoint 5.3,"LHDC,AAC,SBC",Micro-USB,IPX7,Pearl White,120,2018,1,4.6,1146,Budget/Everyday,In-Ear,Mid-Range,Excellent,Medium,Standard,Edifier TWS1 Pro
Skullcandy,Sesh Evo,Wireless,Bluetooth,Dynamic,10,22000,32,108.4,0.0104,8.0,True,True,False,28.5,5.3,"LHDC,AAC,SBC",USB-C,Not Rated,Navy,220,2020,2,4.3,988,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Extended,Skullcandy Sesh Evo
Huawei,FreeBuds Pro 2,Wireless,Bluetooth,Balanced Armature,18,22000,22,109.3,0.0129,11.8,True,False,True,9.6,4.2,"LDAC,AAC,SBC",Micro-USB,IPX2,Rose Gold,170,2024,1,3.8,14585,Music/Audiophile,In-Ear,Mid-Range,Average,Low,Standard,Huawei FreeBuds Pro 2
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Dynamic,18,20000,32,102.7,0.0036,5.4,True,False,True,22.6,5.2,"aptX HD,aptX,AAC,SBC",Micro-USB,IP57,Forest Green,160,2019,2,4.0,7716,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Extended,Anker Soundcore Liberty 4 NC
Skullcandy,Rail,Wireless,Bluetooth,Balanced Armature,18,20000,32,109.4,0.0111,8.5,True,False,False,13.4,5.2,"LDAC,AAC,SBC",USB-C,IP55,Black,210,2019,1,4.0,682,Gaming,In-Ear,Mid-Range,Good,Low,Standard,Skullcandy Rail
Shokz,OpenFit Air,Wireless,Bluetooth,Balanced Armature,18,40000,16,103.3,0.0073,10.0,True,True,False,19.1,Multipoint 5.3,"AAC,SBC",USB-C,Not Rated,Graphite,250,2019,1,4.0,651,Bass/Casual,In-Ear,Premium,Good,Low,Standard,Shokz OpenFit Air
Apple,AirPods 4,Wireless,Bluetooth,Hybrid,20,22000,32,103.9,0.0092,8.7,True,True,False,47.9,5.3,"aptX,AAC,SBC",Micro-USB,IPX4,Champagne,130,2021,2,4.5,11145,Budget/Everyday,In-Ear,Mid-Range,Excellent,High,Extended,Apple AirPods 4
Sony,LinkBuds,Wireless,Bluetooth,Balanced Armature,18,22000,32,110.3,0.0122,10.2,True,False,False,39.0,5.2,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IP57,Dark Green,150,2020,2,4.1,12868,Music/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Sony LinkBuds
Xiaomi,Redmi Buds Essential,Wireless,Bluetooth,Balanced Armature,15,22000,22,104.7,0.0092,5.3,True,False,False,54.4,5.0,"AAC,SBC",USB-C,IPX4,Brown,140,2019,2,4.5,1374,Gaming,In-Ear,Mid-Range,Excellent,High,Extended,Xiaomi Redmi Buds Essential
Skullcandy,Dime 2,Wireless,Bluetooth,Balanced Armature,20,40000,16,109.5,0.0039,6.9,True,False,False,33.0,4.2,SBC,USB-C,IPX2,Dark Green,180,2021,2,3.9,1178,Gaming,In-Ear,Mid-Range,Average,Medium,Extended,Skullcandy Dime 2
Realme,Buds Air 3,Wireless,Bluetooth,Balanced Armature,10,20000,22,103.0,0.012,7.7,True,True,True,26.1,5.2,"AAC,SBC",Micro-USB,IPX2,Dark Green,320,2019,2,4.7,1712,Work/Office,In-Ear,Premium,Excellent,Medium,Extended,Realme Buds Air 3
Sony,WF-C500,Wireless,Bluetooth,Balanced Armature,15,24000,18,110.4,0.0074,9.5,True,True,False,42.3,4.2,"AAC,SBC",Micro-USB,IPX4,Red,330,2021,2,3.9,3926,Bass/Casual,In-Ear,Premium,Average,High,Extended,Sony WF-C500
Redmi,Buds 6 Play,Wireless,Bluetooth,Hybrid,10,22000,32,103.0,0.0058,7.0,True,False,True,38.2,5.0,SBC,Lightning,Not Rated,Carbon,110,2018,2,4.0,2239,Music/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Redmi Buds 6 Play
JBL,Wave Buds,Wireless,Bluetooth,Balanced Armature,18,24000,22,111.1,0.0054,4.0,True,True,False,50.8,5.0,"aptX,AAC,SBC",Lightning,IPX4,Indigo,280,2023,1,4.5,1651,Music/Casual,In-Ear,Premium,Excellent,High,Standard,JBL Wave Buds
Nothing,Ear 2,Wireless,Bluetooth,Dynamic,20,24000,18,103.8,0.0125,7.1,True,False,True,19.6,5.1,SBC,Micro-USB,IPX4,Champagne,170,2018,1,4.4,1865,Bass/Casual,In-Ear,Mid-Range,Good,Low,Standard,Nothing Ear 2
Boult,Z40 Pro,Wireless,Bluetooth,Balanced Armature,18,24000,18,111.4,0.0081,7.0,True,True,False,36.7,Multipoint 5.3,"AAC,SBC",Micro-USB,IP54,Rose Gold,150,2018,2,4.5,903,Music/Casual,In-Ear,Mid-Range,Excellent,Medium,Extended,Boult Z40 Pro
Huawei,FreeBuds 4i,Wireless,Bluetooth,Hybrid,18,20000,22,100.9,0.005,7.1,True,True,False,16.7,5.0,"AAC,SBC",USB-C,IPX4,Pearl White,340,2024,1,4.5,6810,Studio/Pro,In-Ear,Premium,Excellent,Low,Standard,Huawei FreeBuds 4i
Redmi,Buds 6,Wireless,Bluetooth,Dynamic,15,20000,32,111.5,0.0037,5.2,True,True,False,22.1,5.2,"AAC,SBC",USB-C,IPX2,Cream,280,2020,2,4.3,414,Sport/Fitness,In-Ear,Premium,Good,Medium,Extended,Redmi Buds 6
Noise,Air Buds Lite,Wireless,Bluetooth,Dynamic,15,40000,32,102.8,0.0106,5.1,True,True,False,22.0,4.2,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX7,Dark Green,240,2022,2,4.3,15722,Studio/Pro,In-Ear,Mid-Range,Good,Medium,Extended,Noise Air Buds Lite
Shokz,OpenFit,Wireless,Bluetooth,Hybrid,20,22000,22,108.7,0.0089,6.2,True,False,False,14.2,5.1,"LDAC,AAC,SBC",USB-C,IPX4,Cosmic Black,130,2024,1,4.2,680,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Standard,Shokz OpenFit
Realme,Buds Air 6,Wireless,Bluetooth,Dynamic,18,22000,18,111.4,0.0031,8.0,True,True,True,18.0,5.2,"LHDC,AAC,SBC",USB-C,IPX8,Silver,270,2019,2,4.6,1662,Music/Casual,In-Ear,Premium,Excellent,Low,Extended,Realme Buds Air 6
CMF,Buds Pro 2,Wireless,Bluetooth,Planar,20,20000,18,108.9,0.0099,5.2,True,True,True,25.2,5.0,"LDAC,AAC,SBC",USB-C,Not Rated,Brown,240,2021,1,5.0,2220,Bass/Casual,In-Ear,Mid-Range,Excellent,Medium,Standard,CMF Buds Pro 2
Edifier,X5 Pro,Wireless,Bluetooth,Planar,20,22000,18,104.2,0.0096,9.3,True,True,False,45.5,Multipoint 5.3,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Silver,200,2022,1,4.4,9925,Work/Office,In-Ear,Mid-Range,Good,High,Standard,Edifier X5 Pro
Shokz,OpenFit Air,Wireless,Bluetooth,Dynamic,18,24000,16,108.1,0.0104,8.1,True,True,False,21.6,5.3,"aptX,AAC,SBC",USB-C,IPX8,Black,180,2024,2,3.8,288,Studio/Pro,In-Ear,Mid-Range,Average,Medium,Extended,Shokz OpenFit Air
Shokz,OpenFit Air,Wireless,Bluetooth,Dynamic,18,40000,16,102.5,0.0118,4.6,True,False,False,20.4,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP54,Titanium,130,2019,1,4.5,4228,Studio/Pro,In-Ear,Mid-Range,Excellent,Medium,Standard,Shokz OpenFit Air
pTron,Bassbuds Duo,Wireless,Bluetooth,Balanced Armature,20,20000,32,111.4,0.0117,9.1,True,True,False,25.0,5.2,"LDAC,aptX,AAC,SBC",Micro-USB,IPX4,Carbon,170,2024,1,4.2,4836,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Standard,pTron Bassbuds Duo
boAt,Airdopes 311 Pro,Wireless,Bluetooth,Balanced Armature,18,20000,18,101.2,0.0128,8.8,True,False,True,45.6,Multipoint 5.3,"LDAC,AAC,SBC",USB-C,IPX7,Brown,110,2019,1,4.2,924,Hi-Fi/Reference,In-Ear,Mid-Range,Good,High,Standard,boAt Airdopes 311 Pro
Redmi,Buds 6,Wireless,Bluetooth,Dynamic,20,24000,32,101.4,0.0058,9.3,True,False,False,50.3,5.3,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX7,Sand,100,2022,1,3.9,930,Bass/Casual,In-Ear,Mid-Range,Average,High,Standard,Redmi Buds 6
Philips,TAT1108,Wireless,Bluetooth,Balanced Armature,18,22000,18,101.2,0.0098,10.2,True,True,False,27.8,5.0,"aptX,AAC,SBC",Lightning,IPX4,Champagne,160,2019,1,4.7,8718,Hi-Fi/Reference,In-Ear,Mid-Range,Excellent,Medium,Standard,Philips TAT1108
Apple,AirPods Pro,Wireless,Bluetooth,Dynamic,20,22000,22,110.4,0.0042,10.6,True,True,False,7.3,4.2,"LDAC,AAC,SBC",USB-C,IPX7,Black,200,2020,2,4.4,684,Gaming,In-Ear,Mid-Range,Good,Low,Extended,Apple AirPods Pro
Apple,AirPods Pro 2,Wireless,Bluetooth,Dynamic,15,24000,22,111.8,0.009,4.1,True,True,True,48.5,Multipoint 5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX4,White,180,2021,1,3.9,3727,Music/Audiophile,In-Ear,Mid-Range,Average,High,Standard,Apple AirPods Pro 2
Sennheiser,Momentum True Wireless 4,Wireless,Bluetooth,Dynamic,20,20000,22,109.3,0.012,8.5,True,False,False,19.7,5.0,"LDAC,AAC,SBC",USB-C,IPX7,Brown,180,2021,2,4.2,624,Bass/Casual,In-Ear,Mid-Range,Good,Low,Extended,Sennheiser Momentum True Wireless 4
Philips,TAT3508,Wireless,Bluetooth,Planar,20,22000,32,109.7,0.0063,4.5,True,False,True,29.9,5.3,"LHDC,AAC,SBC",USB-C,IP54,Silver,150,2023,2,4.9,2716,Bass/Casual,In-Ear,Mid-Range,Excellent,Medium,Extended,Philips TAT3508
Realme,Buds Air 3,Wireless,Bluetooth,Dynamic,10,20000,18,110.0,0.0108,11.5,True,False,True,28.6,5.0,"AAC,SBC",Micro-USB,IPX7,White,150,2022,1,4.6,2255,Commuting/Travel,In-Ear,Mid-Range,Excellent,Medium,Standard,Realme Buds Air 3
JBL,Tour Pro 2,Wireless,Bluetooth,Dynamic,18,22000,16,111.2,0.0093,5.0,True,True,False,26.0,Multipoint 5.3,"AAC,SBC",Lightning,IPX4,Titanium,180,2020,2,4.3,2658,Work/Office,In-Ear,Mid-Range,Good,Medium,Extended,JBL Tour Pro 2
boAt,Airdopes 441,Wireless,Bluetooth,Balanced Armature,10,40000,18,109.0,0.0128,5.6,True,False,False,29.7,5.1,"LDAC,AAC,SBC",USB-C,IP57,Titanium,210,2019,1,4.5,1784,Music/Audiophile,In-Ear,Mid-Range,Excellent,Medium,Standard,boAt Airdopes 441
Anker Soundcore,Liberty 4 NC,Wireless,Bluetooth,Dynamic,20,20000,32,100.2,0.0099,4.9,True,True,False,31.5,5.3,SBC,USB-C,IP54,Pearl White,230,2024,1,4.2,3176,Music/Casual,In-Ear,Mid-Range,Good,Medium,Standard,Anker Soundcore Liberty 4 NC
Nothing,Ear 1,Wireless,Bluetooth,Balanced Armature,15,20000,22,110.7,0.0111,5.9,True,True,True,37.0,5.2,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Silver,340,2022,1,4.6,3111,Bass/Casual,In-Ear,Premium,Excellent,Medium,Standard,Nothing Ear 1
JBL,Tour Pro 2,Wireless,Bluetooth,Balanced Armature,15,40000,32,100.4,0.0149,10.5,True,True,True,40.0,5.2,"aptX,AAC,SBC",Micro-USB,IPX4,Matte Black,360,2020,1,4.0,400,Music/Casual,In-Ear,Premium,Good,High,Standard,JBL Tour Pro 2
Redmi,Buds 4,Wireless,Bluetooth,Planar,15,20000,16,108.2,0.0047,4.3,True,False,True,18.0,4.2,"LDAC,AAC,SBC",USB-C,IP55,Sand,200,2024,1,4.9,3321,Studio/Pro,In-Ear,Mid-Range,Excellent,Low,Standard,Redmi Buds 4
Oppo,Enco Buds2,Wireless,Bluetooth,Hybrid,15,24000,22,110.2,0.0096,6.5,True,True,False,24.1,5.0,"AAC,SBC",Micro-USB,IP57,Silver,260,2022,1,4.5,11488,Budget/Everyday,In-Ear,Premium,Excellent,Medium,Standard,Oppo Enco Buds2
Realme,Buds Air 5,Wireless,Bluetooth,Planar,20,20000,22,104.6,0.0134,4.8,True,False,True,36.0,5.1,SBC,Lightning,IP54,Gunmetal,90,2024,2,4.4,23082,Gaming,In-Ear,Budget,Good,Medium,Extended,Realme Buds Air 5
pTron,Bassbuds Tango,Wireless,Bluetooth,Hybrid,20,22000,32,110.1,0.0127,7.5,True,False,True,31.1,5.3,"LDAC,aptX,AAC,SBC",USB-C,IPX7,Rose Gold,100,2024,1,4.4,13504,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Standard,pTron Bassbuds Tango
Edifier,X3,Wireless,Bluetooth,Dynamic,15,20000,32,110.5,0.0082,8.0,True,False,False,34.9,5.0,SBC,USB-C,IPX4,White,150,2020,2,4.1,1572,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Extended,Edifier X3
Redmi,Buds 6 Play,Wireless,Bluetooth,Balanced Armature,10,24000,16,101.0,0.0117,11.2,True,True,True,42.3,5.3,"LDAC,AAC,SBC",Micro-USB,Not Rated,Forest Green,190,2024,2,4.4,2463,Hi-Fi/Reference,In-Ear,Mid-Range,Good,High,Extended,Redmi Buds 6 Play
Anker Soundcore,Life P3,Wireless,Bluetooth,Planar,18,40000,16,106.8,0.0094,10.4,True,False,False,44.1,5.0,"AAC,SBC",Lightning,Not Rated,Carbon,130,2022,2,3.8,1175,Music/Casual,In-Ear,Mid-Range,Average,High,Extended,Anker Soundcore Life P3
JBL,Endurance Peak 3,Wireless,Bluetooth,Balanced Armature,10,20000,32,101.5,0.0112,9.2,True,True,False,30.4,5.2,"aptX,AAC,SBC",USB-C,IPX7,Matte Black,240,2020,1,4.1,133,Bass/Casual,In-Ear,Mid-Range,Good,Medium,Standard,JBL Endurance Peak 3
Noise,Air Buds Pro,Wireless,Bluetooth,Hybrid,10,24000,18,104.2,0.0033,4.1,True,False,True,50.1,5.1,"LDAC,AAC,SBC",USB-C,IPX4,Matte Black,210,2020,1,3.8,1890,Studio/Pro,In-Ear,Mid-Range,Average,High,Standard,Noise Air Buds Pro
Sony,WF-XB700,Wireless,Bluetooth,Dynamic,20,22000,22,107.4,0.0126,10.2,True,True,False,14.0,5.2,"LHDC,AAC,SBC",Lightning,IP55,Navy,160,2024,1,4.4,1856,Work/Office,In-Ear,Mid-Range,Good,Low,Standard,Sony WF-XB700
Noise,Combat Z,Wireless,Bluetooth,Dynamic,20,20000,32,101.3,0.0071,5.2,True,True,False,54.4,5.3,"LHDC,AAC,SBC",Micro-USB,IPX2,Cream,280,2018,1,4.3,9156,Sport/Fitness,In-Ear,Premium,Good,High,Standard,Noise Combat Z
Redmi,Buds 5,Wireless,Bluetooth,Hybrid,18,22000,16,102.6,0.0084,6.1,True,True,True,26.2,5.2,"AAC,SBC",USB-C,IP57,Midnight Blue,180,2024,1,4.4,321,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Medium,Standard,Redmi Buds 5
Apple,AirPods Pro,Wireless,Bluetooth,Hybrid,10,20000,16,100.4,0.0031,8.7,True,False,True,50.8,5.0,SBC,USB-C,IPX7,Forest Green,130,2021,2,4.4,3014,Music/Audiophile,In-Ear,Mid-Range,Good,High,Extended,Apple AirPods Pro
Huawei,FreeBuds 5i,Wireless,Bluetooth,Balanced Armature,18,20000,22,106.8,0.0099,4.2,True,True,True,47.4,Multipoint 5.3,"LDAC,aptX,AAC,SBC",Micro-USB,Not Rated,Pearl White,150,2021,1,4.2,273,Sport/Fitness,In-Ear,Mid-Range,Good,High,Standard,Huawei FreeBuds 5i
Skullcandy,Dime 2,Wireless,Bluetooth,Dynamic,20,20000,22,110.2,0.0095,7.6,True,False,True,37.9,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IP55,Pearl White,120,2022,1,4.2,1155,Commuting/Travel,In-Ear,Mid-Range,Good,Medium,Standard,Skullcandy Dime 2
Beats,Studio Buds,Wireless,Bluetooth,Dynamic,18,40000,22,101.1,0.0077,6.0,True,False,False,15.7,5.2,"LHDC,AAC,SBC",USB-C,IPX4,Cream,70,2024,2,4.6,373,Gaming,In-Ear,Budget,Excellent,Low,Extended,Beats Studio Buds
Samsung,Galaxy Buds FE,Wireless,Bluetooth,Balanced Armature,20,22000,16,105.5,0.0078,9.9,True,False,False,18.2,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IPX2,Cream,210,2021,1,4.4,5198,Commuting/Travel,In-Ear,Mid-Range,Good,Low,Standard,Samsung Galaxy Buds FE
Skullcandy,Dime 3,Wireless,Bluetooth,Balanced Armature,18,20000,32,108.8,0.0036,4.8,True,True,False,40.4,5.2,SBC,USB-C,IP54,Navy,160,2019,1,4.6,1450,Gaming,In-Ear,Mid-Range,Excellent,High,Standard,Skullcandy Dime 3
Skullcandy,Dime,Wireless,Bluetooth,Dynamic,18,22000,16,104.1,0.0128,11.0,True,True,False,39.5,5.1,"LDAC,AAC,SBC",USB-C,IPX2,Carbon,360,2022,2,4.3,419,Commuting/Travel,In-Ear,Premium,Good,Medium,Extended,Skullcandy Dime
Skullcandy,Sesh Evo,Wireless,Bluetooth,Balanced Armature,10,40000,32,103.7,0.0149,9.3,True,False,True,17.6,5.1,"AAC,SBC",USB-C,IPX2,Pearl White,170,2019,1,4.6,2864,Music/Audiophile,In-Ear,Mid-Range,Excellent,Low,Standard,Skullcandy Sesh Evo
Nothing,Ear (a),Wireless,Bluetooth,Dynamic,15,20000,22,103.2,0.0074,10.9,True,True,False,38.4,5.0,"aptX HD,aptX,AAC,SBC",Micro-USB,Not Rated,Sand,350,2020,1,4.3,913,Studio/Pro,In-Ear,Premium,Good,Medium,Standard,Nothing Ear (a)
Beats,Studio Buds,Wireless,Bluetooth,Planar,20,24000,18,106.4,0.0064,6.5,True,False,False,26.0,5.3,SBC,USB-C,Not Rated,Black,100,2019,1,4.4,4376,Music/Audiophile,In-Ear,Mid-Range,Good,Medium,Standard,Beats Studio Buds
Noise,Buds VS402,Wireless,Bluetooth,Dynamic,18,20000,18,107.8,0.0065,10.3,True,True,True,47.1,Multipoint 5.3,"LDAC,AAC,SBC",USB-C,Not Rated,Indigo,330,2021,2,4.3,4861,Commuting/Travel,In-Ear,Premium,Good,High,Extended,Noise Buds VS402
boAt,Airdopes 141,Wireless,Bluetooth,Dynamic,20,40000,32,109.9,0.0085,4.8,True,False,False,23.7,5.2,"LDAC,AAC,SBC",Lightning,IPX4,Space Gray,150,2020,1,4.2,3516,Budget/Everyday,In-Ear,Mid-Range,Good,Medium,Standard,boAt Airdopes 141
Realme,Buds T300,Wireless,Bluetooth,Balanced Armature,18,20000,32,110.2,0.0092,8.4,True,False,True,19.1,5.0,"AAC,SBC",USB-C,IPX4,Space Gray,100,2023,1,4.4,2747,Hi-Fi/Reference,In-Ear,Mid-Range,Good,Low,Standard,Realme Buds T300
boAt,Airdopes Alpha,Wireless,Bluetooth,Planar,10,20000,16,109.2,0.0078,5.2,True,True,False,54.9,5.0,"LDAC,AAC,SBC",Lightning,IPX7,Pearl White,290,2018,1,4.5,419,Work/Office,In-Ear,Premium,Excellent,High,Standard,boAt Airdopes Alpha
